,Positive Score,Negative Score,Player,Pos,Squad,Season,Comp,PlayerScore
16143,22.39973731065182,10.724565537973376,Adrián González,"MF,FW",Málaga,2017,La Liga,11.675171772678443
16144,36.55426815242954,10.40523502260729,Álvaro González,DF,Villarreal,2017,La Liga,26.149033129822254
16145,-19.354588159368628,-4.085324664377823,Bruno González,DF,Getafe,2017,La Liga,-15.269263494990806
16146,-10.782242145335674,0.5893921801394421,Diego González,DF,Málaga,2017,La Liga,-11.371634325475116
16147,-33.453907139501204,-9.798306394699003,Fabio González,MF,Las Palmas,2017,La Liga,-23.6556007448022
16148,5.761610616037089,7.914186916703425,Giancarlo González,DF,Bologna,2017,Serie A,-2.152576300666336
16149,-50.70894084289786,-10.313545574405863,Mario González,FW,Villarreal,2017,La Liga,-40.395395268491995
16150,-52.06853217017767,-6.881944957596138,Georges Gope-Fenepej,FW,Amiens,2017,Ligue 1,-45.18658721258153
16151,35.59547391569224,4.852303287940884,Leon Goretzka,MF,Schalke 04,2017,Bundesliga,30.743170627751354
16152,-42.5432066332044,-9.92532410842794,Andoni Gorosabel,DF,Real Sociedad,2017,La Liga,-32.61788252477646
16153,15.445783588537763,-1.9422788541925764,Robin Gosens,DF,Atalanta,2017,Serie A,17.38806244273034
16154,24.528656993399554,8.93061511080048,Dan Gosling,MF,Bournemouth,2017,Premier League,15.598041882599075
16155,29.304635629480465,2.851418477182753,Mario Götze,MF,Dortmund,2017,Bundesliga,26.45321715229771
16156,-44.19804817055934,-6.150227047068655,Mohamed Gouaida,MF,Hamburger SV,2017,Bundesliga,-38.047821123490685
16157,23.326258718943663,22.215699584495802,Prince-Désir Gouano,DF,Amiens,2017,Ligue 1,1.1105591344478611
16158,-43.59743955969302,-7.224183487463484,Lemouya Goudiaby,DF,Metz,2017,Ligue 1,-36.37325607222954
16159,-30.98932007392417,-8.886639419101204,Amine Gouiri,"FW,MF",Lyon,2017,Ligue 1,-22.102680654822965
16160,-21.14224240653554,-7.576198221239316,Yoann Gourcuff,"MF,FW",Rennes,2017,Ligue 1,-13.566044185296224
16161,27.71035648548042,1.8978363126024314,Jeffrey Gouweleeuw,DF,Augsburg,2017,Bundesliga,25.81252017287799
16162,-45.29907303239494,-10.339013291347987,Julio Gracia,"DF,FW",Betis,2017,La Liga,-34.960059741046955
16163,68.16408711123324,20.531887674885258,Max Gradel,"FW,MF",Toulouse,2017,Ligue 1,47.63219943634799
16164,52.78369030059572,20.45046605759261,Samuel Grandsir,"FW,MF",Troyes,2017,Ligue 1,32.333224243003116
16165,82.85065868122712,10.307313877482416,Álex Granell,MF,Girona,2017,La Liga,72.5433448037447
16166,5.51561399875702,1.6231478791308407,Esteban Granero,MF,Espanyol,2017,La Liga,3.89246611962618
16167,22.394483489962774,4.977058940044801,Alberto Grassi,MF,SPAL,2017,Serie A,17.417424549917975
16168,-43.19869852415518,-10.213067116982902,Andrew Gravillon,DF,Benevento,2017,Serie A,-32.98563140717228
16169,-12.830803323788407,3.4028715725469856,Andre Gray,FW,Watford,2017,Premier League,-16.233674896335394
16170,19.52788247269101,2.7520653447152523,Demarai Gray,"MF,FW",Leicester City,2017,Premier League,16.77581712797576
16171,34.79131614128344,8.926384090099845,Michael Gregoritsch,"MF,FW",Augsburg,2017,Bundesliga,25.864932051183594
16172,15.579529243426048,3.169040026454784,Clément Grenier,MF,Guingamp,2017,Ligue 1,12.410489216971264
16173,-44.46772146335523,-10.449180235865526,Clément Grenier,FW,Lyon,2017,Ligue 1,-34.018541227489706
16174,-38.71974678086019,-10.38130819897389,Anto Grgić,MF,Stuttgart,2017,Bundesliga,-28.3384385818863
16175,66.51751603566579,13.074156079986624,Antoine Griezmann,"FW,MF",Atlético Madrid,2017,La Liga,53.44335995567917
16176,-9.38801382110436,-5.015541711690463,Vincenzo Grifo,"MF,FW",M'Gladbach,2017,Bundesliga,-4.372472109413898
16177,29.847610425123737,2.6180791026396073,Florian Grillitsch,MF,Hoffenheim,2017,Bundesliga,27.229531322484128
16178,-14.179120170475981,-3.8653484018082556,Jérémy Grimm,MF,Strasbourg,2017,Ligue 1,-10.313771768667726
16179,64.50635185398525,8.333991000599475,Pascal Groß,"FW,MF",Brighton,2017,Premier League,56.172360853385776
16180,-44.60276139714087,-10.36367072999202,Marko Grujić,"MF,DF",Liverpool,2017,Premier League,-34.239090667148844
16181,58.85633389056976,6.321634496815961,Andrés Guardado,MF,Betis,2017,La Liga,52.5346993937538
16182,-53.21372125937348,-6.138953909356705,Karim Guédé,FW,Freiburg,2017,Bundesliga,-47.07476735001677
16183,70.64788452668598,9.747110960967449,Gonçalo Guedes,MF,Valencia,2017,La Liga,60.90077356571854
16184,-47.868837664391144,-8.400745732039304,Gonçalo Guedes,FW,Paris S-G,2017,Ligue 1,-39.46809193235184
16185,-41.67414955017744,-5.471510295068969,Ramiro Guerra,MF,Villarreal,2017,La Liga,-36.20263925510847
16186,-17.665572407103447,-5.9632824584986155,Raphaël Guerreiro,"DF,MF",Dortmund,2017,Bundesliga,-11.702289948604832
16187,-2.346574287135365,-1.585481601014172,Francis Guerrero,"DF,MF",Betis,2017,La Liga,-0.7610926861211933
16188,-13.114365482200029,3.6934663457830883,John Guidetti,FW,Alavés,2017,La Liga,-16.807831827983115
16189,-36.60418312541495,-9.49604471172672,John Guidetti,"FW,MF",Celta Vigo,2017,La Liga,-27.10813841368823
16190,44.49876051596195,20.006272883913976,Josuha Guilavogui,MF,Wolfsburg,2017,Bundesliga,24.492487632047972
16191,66.72736626476276,12.947701198536832,Frederic Guilbert,DF,Caen,2017,Ligue 1,53.77966506622593
16192,-5.100492588533432,-0.8334291199581829,Guilherme,"MF,FW",Benevento,2017,Serie A,-4.267063468575249
16193,39.88080831723458,11.02294552067047,Guilherme,MF,La Coruña,2017,La Liga,28.857862796564113
16194,-35.24969918677798,-2.3459164488346875,Baptiste Guillaume,"FW,MF",Angers,2017,Ligue 1,-32.903782737943295
16195,-16.364565740111406,4.618594253708366,Serhou Guirassy,FW,Köln,2017,Bundesliga,-20.983159993819772
16196,1.9105635253168105,-4.551958089363747,Manuel Gulde,DF,Freiburg,2017,Bundesliga,6.462521614680557
16197,-7.155073107630706,-0.15008629706763793,Gerard Gumbau,MF,Leganés,2017,La Liga,-7.004986810563068
16198,39.810222461541976,-0.9709541464332683,İlkay Gündoğan,MF,Manchester City,2017,Premier League,40.78117660797525
16199,71.5950806895558,2.71881464823958,Christian Günter,"DF,MF",Freiburg,2017,Bundesliga,68.87626604131621
16200,-39.694811565776945,-10.23226661909376,Jon Guridi,MF,Real Sociedad,2017,La Liga,-29.462544946683185
16201,-43.61567061322344,-8.758241624583945,Samuel Gustafson,"MF,FW",Torino,2017,Serie A,-34.8574289886395
16202,76.33067461806839,9.129882886245337,Luiz Gustavo,"MF,DF",Marseille,2017,Ligue 1,67.20079173182305
16203,-39.350685768876275,-10.06983988683831,Alejandro Gutiérrez Mozo,MF,Leganés,2017,La Liga,-29.280845882037966
16204,0.21605488741429968,-2.9134121229896186,Jonathan de Guzmán,MF,Eint Frankfurt,2017,Bundesliga,3.129467010403918
16205,-32.16738961350779,-7.596410470161507,Bright Gyamfi,DF,Benevento,2017,Serie A,-24.57097914334628
16206,-35.1908151726895,-8.58891449817064,Nicolas Haas,MF,Atalanta,2017,Serie A,-26.60190067451886
16207,40.505929520892856,14.800232054941342,Janik Haberer,"MF,FW",Freiburg,2017,Bundesliga,25.705697465951516
16208,-46.692241737889994,-10.248015745342794,Hacen,"FW,MF",Levante,2017,La Liga,-36.4442259925472
16209,6.138974907289351,-2.2903770181012653,Alexander Hack,DF,Mainz 05,2017,Bundesliga,8.429351925390616
16210,-37.78252396105908,-9.980867560661263,Robin Hack,"FW,MF",Hoffenheim,2017,Bundesliga,-27.801656400397814
16211,31.34586521457162,27.279828209320108,Munir El Haddadi,FW,Alavés,2017,La Liga,4.066037005251513
16212,42.35000439834534,11.061501482043594,Oussama Haddadi,DF,Dijon,2017,Ligue 1,31.288502916301745
16213,10.551370957728276,-1.4826903246415055,Florent Hadergjonaj,"DF,MF",Huddersfield,2017,Premier League,12.03406128236978
16214,-10.73282325609458,8.89238285247876,André Hahn,FW,Hamburger SV,2017,Bundesliga,-19.625206108573337
16215,19.54379396929523,7.358961402139025,Oualid El Hajjam,DF,Amiens,2017,Ligue 1,12.184832567156205
16216,-35.26885733345752,-5.042418480245829,Izet Hajrović,"MF,FW",Werder Bremen,2017,Bundesliga,-30.22643885321169
16217,-0.26205669975592094,-3.5548239836356292,Achraf Hakimi,DF,Real Madrid,2017,La Liga,3.292767283879708
16218,6.488444627156235,-0.22370344293584452,Alen Halilović,"FW,MF",Las Palmas,2017,La Liga,6.71214807009208
16219,20.48709124772833,17.831221530251895,Sébastien Haller,FW,Eint Frankfurt,2017,Bundesliga,2.6558697174764347
16220,-8.305294412486564,1.0123783250844518,Emil Hallfreðsson,MF,Udinese,2017,Serie A,-9.317672737571016
16221,3.0485958901845582,-1.7841949812650617,Marcel Halstenberg,DF,RB Leipzig,2017,Bundesliga,4.83279087144962
16222,19.45479523117627,8.220678284999865,Romain Hamouma,FW,Saint-Étienne,2017,Ligue 1,11.234116946176405
16223,90.32076455390781,-0.5911309463037387,Marek Hamšík,MF,Napoli,2017,Serie A,90.91189550021154
16224,-30.231671171942253,-6.914895172910995,Tim Handwerker,"MF,DF",Köln,2017,Bundesliga,-23.316775999031258
16225,-37.37545972490781,-5.507778440021289,Genki Haraguchi,FW,Hertha BSC,2017,Bundesliga,-31.867681284886523
16226,50.84813667654771,7.97179290251496,Amine Harit,"MF,FW",Schalke 04,2017,Bundesliga,42.87634377403275
16227,8.340747557428058,8.128320950849155,Martin Harnik,"FW,MF",Hannover 96,2017,Bundesliga,0.21242660657890333
16228,-38.02803729557933,-6.315183613120992,Rekeem Harper,MF,West Brom,2017,Premier League,-31.712853682458338
16229,23.823811362556775,1.1215047517468197,Makoto Hasebe,"DF,MF",Eint Frankfurt,2017,Bundesliga,22.702306610809956
16230,34.678610090683684,4.126393592976536,Hans Hateboer,DF,Atalanta,2017,Serie A,30.55221649770715
16231,49.0201325139946,7.4514720746988345,Kai Havertz,"MF,FW",Leverkusen,2017,Bundesliga,41.56866043929576
16232,-2.431150482683997,2.554750062266637,Isaac Hayden,MF,Newcastle Utd,2017,Premier League,-4.985900544950634
16233,110.61935616325029,8.388505999506066,Eden Hazard,"FW,MF",Chelsea,2017,Premier League,102.23085016374422
16234,84.88709262706467,15.241893183665761,Thorgan Hazard,"MF,FW",M'Gladbach,2017,Bundesliga,69.64519944339891
16235,30.62631687231993,5.763593227301606,Jonas Hector,"DF,MF",Köln,2017,Bundesliga,24.862723645018324
16236,-46.92717263618912,-8.038036452645512,Michael Hefele,DF,Huddersfield,2017,Premier League,-38.889136183543606
16237,43.7290116142896,3.84280233005519,Ahmed Hegazi,DF,West Brom,2017,Premier League,39.886209284234404
16238,-39.105023405535526,-5.837499438822571,Gauthier Hein,FW,Metz,2017,Ligue 1,-33.26752396671296
16239,49.5800551141946,-0.027222625147437007,Dominique Heintz,DF,Köln,2017,Bundesliga,49.60727773934204
16240,26.970824736405604,0.4787861674406586,Filip Helander,DF,Bologna,2017,Serie A,26.492038568964944
16241,-7.927652494755074,4.931125030824883,Marcel Heller,"FW,MF",Augsburg,2017,Bundesliga,-12.858777525579956
16242,-25.97664888444863,1.0335832203440682,Tomer Hemed,FW,Brighton,2017,Premier League,-27.010232104792696
16243,57.12607676223559,0.8099098376596543,Jordan Henderson,MF,Liverpool,2017,Premier League,56.31616692457594
16244,8.637224893693066,5.416732429740943,Jeff Hendrick,"FW,MF",Burnley,2017,Premier League,3.220492463952123
16245,7.805888820741024,3.01615024688443,Benjamin Henrichs,DF,Leverkusen,2017,Bundesliga,4.789738573856594
16246,-21.47943300278311,-6.742731610054149,Dalbert Henrique,DF,Inter,2017,Serie A,-14.736701392728962
16247,35.666361093874436,6.957339459416982,Christophe Hérelle,DF,Troyes,2017,Ligue 1,28.709021634457454
16248,6.850051544030357,13.351292331386388,Mario Hermoso,DF,Espanyol,2017,La Liga,-6.50124078735603
16249,-28.344133238688862,-8.44690545938231,Hernán,MF,Las Palmas,2017,La Liga,-19.897227779306554
16250,-45.019461556993235,-10.424245449107081,Héctor Hernández,DF,Alavés,2017,La Liga,-34.59521610788615
16251,3.5832831175807165,3.3755302535171112,Javier Hernández,FW,West Ham,2017,Premier League,0.20775286406360527
16252,29.094688884956078,7.882871156835028,Lucas Hernández,DF,Atlético Madrid,2017,La Liga,21.211817728121048
16253,35.960247743651294,6.607184490827896,Luis Hernández,DF,Málaga,2017,La Liga,29.353063252823397
16254,41.64344623539687,8.17019934311239,Pablo Hernández,MF,Celta Vigo,2017,La Liga,33.47324689228448
16255,5.137527746433354,-2.5779794083160517,Theo Hernández,DF,Real Madrid,2017,La Liga,7.715507154749405
16256,-11.20440259499753,5.1089285921707015,Hernani,"MF,FW",Saint-Étienne,2017,Ligue 1,-16.31333118716823
16257,16.804441764881055,3.910537257832068,Ander Herrera,MF,Manchester Utd,2017,Premier League,12.893904507048987
16258,-33.66427632601378,-6.960369537639349,Borja Herrera,DF,Las Palmas,2017,La Liga,-26.70390678837443
16259,-10.710232405808258,-0.2145045782119822,Patrick Herrmann,"MF,FW",M'Gladbach,2017,Bundesliga,-10.495727827596275
16260,50.983439177298415,17.991116649882557,Përparim Hetemaj,MF,Chievo,2017,Serie A,32.99232252741586
16261,56.883767928929984,10.318016655442529,Son Heung-min,FW,Tottenham,2017,Premier League,46.56575127348746
16262,-11.656446055057465,5.207201669880781,Thomas Heurtaux,DF,Hellas Verona,2017,Serie A,-16.863647724938247
16263,47.511074974397374,14.18202913629145,Gonzalo Higuaín,FW,Juventus,2017,Serie A,33.32904583810593
16264,4.757764073940511,-0.20955636138479594,Oscar Hiljemark,MF,Genoa,2017,Serie A,4.967320435325307
16265,27.103752442146458,8.568105698435838,Vitorino Hilton,DF,Montpellier,2017,Ligue 1,18.535646743710622
16266,-52.08133377904919,-5.780844092043318,Kaylen Hinds,FW,Wolfsburg,2017,Bundesliga,-46.30048968700587
16267,35.71801492245096,4.704359625129505,Martin Hinteregger,DF,Augsburg,2017,Bundesliga,31.013655297321456
16268,-56.77952365012013,-10.356187573630699,Andrew Hjulsager,"DF,MF",Celta Vigo,2017,La Liga,-46.423336076489434
16269,41.600490992139214,3.7895301420374317,Wesley Hoedt,DF,Southampton,2017,Premier League,37.81096085010178
16270,39.958809667372215,13.570187888075642,Nicolas Höfler,MF,Freiburg,2017,Bundesliga,26.38862177929657
16271,-0.9460902038799917,1.1489568659351783,Jonas Hofmann,"MF,FW",M'Gladbach,2017,Bundesliga,-2.0950470698151697
16272,24.32537789533493,6.014140476553776,Marco Höger,MF,Köln,2017,Bundesliga,18.311237418781154
16273,39.499164672523676,14.528753580421972,Jonathan Hogg,MF,Huddersfield,2017,Premier League,24.970411092101706
16274,-11.487221794243668,-2.1211510280936845,Rob Holding,DF,Arsenal,2017,Premier League,-9.366070766149983
16275,34.06936348841727,11.75885888368381,José Holebas,DF,Watford,2017,Premier League,22.310504604733456
16276,-22.860875342114387,-0.11928799810390298,Lucas Höler,"FW,MF",Freiburg,2017,Bundesliga,-22.741587344010483
16277,-11.866906095900152,-0.7554819222179097,Mason Holgate,DF,Everton,2017,Premier League,-11.111424173682241
16278,9.84564580651771,1.121996431609973,Lewis Holtby,"MF,FW",Hamburger SV,2017,Bundesliga,8.723649374907737
16279,-8.454761702781425,-1.3560910336384193,Gerrit Holtmann,"FW,DF",Mainz 05,2017,Bundesliga,-7.098670669143006
16280,-17.49280808102869,-6.580553335138905,Jannes Horn,DF,Köln,2017,Bundesliga,-10.912254745889786
16281,-24.478451736469733,-8.434388764402904,Benedikt Höwedes,DF,Juventus,2017,Serie A,-16.04406297206683
16282,-36.02001197369507,-5.422164964048893,Branimir Hrgota,"MF,FW",Eint Frankfurt,2017,Bundesliga,-30.597847009646177
16283,-27.135860924305007,-5.922432009355832,Timo Hübers,DF,Hannover 96,2017,Bundesliga,-21.213428914949176
16284,44.798248223374095,2.415359990518192,Benjamin Hübner,DF,Hoffenheim,2017,Bundesliga,42.382888232855905
16285,-33.21747481284639,-8.52581500546135,Florian Hübner,DF,Hannover 96,2017,Bundesliga,-24.69165980738504
16286,-47.77665997318248,-5.514625849567052,Tomáš Hubočan,DF,Marseille,2017,Ligue 1,-42.26203412361543
16287,-37.546505354092425,-10.3305189348353,Callum Hudson-Odoi,"FW,DF",Chelsea,2017,Premier League,-27.215986419257124
16288,-3.504708388148807,-3.703325047370572,Will Hughes,MF,Watford,2017,Premier League,0.19861665922176508
16289,-56.698983197743374,-7.7616612896039285,Jordan Hugill,FW,West Ham,2017,Premier League,-48.937321908139445
16290,-1.8826956608566694,-6.378059684700709,Vitor Hugo,DF,Fiorentina,2017,Serie A,4.49536402384404
16291,60.341785509404815,1.1870890103892369,Mats Hummels,DF,Bayern Munich,2017,Bundesliga,59.15469649901558
16292,-63.436808318000814,-10.517971963378862,Uwe Hünemeier,DF,Brighton,2017,Premier League,-52.91883635462195
16293,2.0285564900580075,6.974550238362464,Adrien Hunou,"FW,MF",Rennes,2017,Ligue 1,-4.945993748304456
16294,36.7989832925993,6.880807968802173,Aaron Hunt,"MF,FW",Hamburger SV,2017,Bundesliga,29.91817532379713
16295,-40.030790740888804,-10.29648999709711,Emerson Hyndman,MF,Bournemouth,2017,Premier League,-29.734300743791692
16296,76.36189848875777,16.167974709386225,Elseid Hysaj,DF,Napoli,2017,Serie A,60.193923779371545
16297,-17.619179014893195,6.655089421116426,Suk Hyun-jun,FW,Troyes,2017,Ligue 1,-24.27426843600962
16298,20.982550764247705,5.703694669526747,Pierre Højbjerg,MF,Southampton,2017,Premier League,15.278856094720958
16299,25.99437233692023,4.7064586814356595,Jordon Ibe,"MF,FW",Bournemouth,2017,Premier League,21.28791365548457
16300,-5.287539082564382,9.044933061556867,Vedad Ibišević,FW,Hertha BSC,2017,Bundesliga,-14.332472144121247
16301,8.733645668892377,-1.9016801746932372,Vicente Iborra,MF,Leicester City,2017,Premier League,10.635325843585614
16302,-38.087205584286515,-9.690398735631078,Zlatan Ibrahimović,"MF,FW",Manchester Utd,2017,Premier League,-28.396806848655437
16303,38.961915531500345,7.763262352083676,Mauro Icardi,FW,Inter,2017,Serie A,31.19865317941667
16304,-33.25780950357275,0.034767757498380236,Brown Ideye,FW,Málaga,2017,La Liga,-33.29257726107113
16305,62.69286835352764,9.703991092783967,Edgar Ié,DF,Lille,2017,Ligue 1,52.98887726074368
16306,-26.7312295725018,-1.6297063513431942,Julien Ielsch,"MF,DF",Amiens,2017,Ligue 1,-25.101523221158605
16307,-21.14256793547572,1.9459296587822812,Pietro Iemmello,FW,Benevento,2017,Serie A,-23.088497594258
16308,-11.612684135786632,-1.9962196231454223,Kelechi Iheanacho,"FW,MF",Leicester City,2017,Premier League,-9.616464512641208
16309,34.07674281271707,8.399308389000362,Jordan Ikoko,DF,Guingamp,2017,Ligue 1,25.67743442371671
16310,-10.548240462796201,-1.9557653426969384,Jonathan Ikone,"MF,FW",Montpellier,2017,Ligue 1,-8.592475120099262
16311,80.67033735236876,8.174501514121738,Josip Iličić,"MF,FW",Atalanta,2017,Serie A,72.49583583824702
16312,113.92681175311175,11.919074066241329,Asier Illarramendi,MF,Real Sociedad,2017,La Liga,102.00773768687043
16313,-3.1198686466416805,-3.124386152119719,Jules Iloki,"MF,FW",Nantes,2017,Ligue 1,0.004517505478038419
16314,9.96541030912928,5.725688937702818,Stefan Ilsanker,"DF,MF",RB Leipzig,2017,Bundesliga,4.239721371426462
16315,37.43049908534813,6.432185856165832,Giannelli Imbula,MF,Toulouse,2017,Ligue 1,30.9983132291823
16316,69.03837729468418,16.922726700500288,Ciro Immobile,FW,Lazio,2017,Serie A,52.11565059418389
16317,-47.54914851234395,-6.362046870256882,Emmanuel Imorou,DF,Caen,2017,Ligue 1,-41.187101642087065
16318,13.843971592915599,5.8043869628663165,Tom Ince,"MF,FW",Huddersfield,2017,Premier League,8.039584630049283
16319,-31.985981729437757,-6.601644696370836,Svante Ingelsson,MF,Udinese,2017,Serie A,-25.38433703306692
16320,26.799229085592867,21.66639570685595,Roberto Inglese,FW,Chievo,2017,Serie A,5.132833378736915
16321,-35.377798066773536,-4.88665259596178,Danny Ings,FW,Liverpool,2017,Premier League,-30.491145470811755
16322,53.11698594632978,-0.5891375651960916,Andrés Iniesta,MF,Barcelona,2017,La Liga,53.70612351152587
16323,131.48626576614126,14.648845782001242,Lorenzo Insigne,FW,Napoli,2017,Serie A,116.83741998414001
16324,25.995539267624096,3.344305552235546,Emiliano Insúa,DF,Stuttgart,2017,Bundesliga,22.65123371538855
16325,-50.88305486677614,-9.997768381073643,Pablo Insua,DF,Schalke 04,2017,Bundesliga,-40.8852864857025
16326,40.76552098394112,11.256745164668688,Takashi Inui,"MF,FW",Eibar,2017,La Liga,29.508775819272437
16327,23.50069112742369,7.09964468665261,Artur Ioniță,MF,Cagliari,2017,Serie A,16.40104644077108
16328,-36.46401460968153,-9.606327564685682,Stephen Ireland,"MF,FW",Stoke City,2017,Premier League,-26.857687044995846
16329,-41.50150828338684,-7.736395228967793,Carlos Isaac,DF,Atlético Madrid,2017,La Liga,-33.76511305441905
16330,-43.27620176962717,-7.303216286255453,Alexander Isak,"FW,MF",Dortmund,2017,Bundesliga,-35.972985483371716
16331,80.10629591499521,4.99571332819817,Isco,MF,Real Madrid,2017,La Liga,75.11058258679705
16332,3.2468909345896577,-0.08887475344131218,Tatsuya Ito,"MF,FW",Hamburger SV,2017,Bundesliga,3.33576568803097
16333,-31.28376693529711,-3.9689328709354634,Gian-Luca Itter,DF,Wolfsburg,2017,Bundesliga,-27.314834064361644
16334,1.350817259460225,2.2075123989873537,Manuel Iturra,MF,Málaga,2017,La Liga,-0.8566951395271287
16335,25.22930716262019,1.5249640536824893,Ander Iturraspe,MF,Athletic Club,2017,La Liga,23.704343108937703
16336,24.474310964174474,9.028603868103882,Ivi,"MF,FW",Levante,2017,La Liga,15.445707096070592
16337,43.200622703417984,0.38503365674777335,Alex Iwobi,"MF,FW",Arsenal,2017,Premier League,42.81558904667021
16338,17.332577237637544,3.5661786759059724,José Izquierdo,"MF,FW",Brighton,2017,Premier League,13.766398561731572
16339,7.425040486239452,-6.36815056045089,Armando Izzo,DF,Genoa,2017,Serie A,13.793191046690342
16340,10.308138380042655,10.99455028482097,Koo Ja-cheol,MF,Augsburg,2017,Bundesliga,-0.6864119047783159
16341,-36.31879835463368,-7.780218449207499,Paul Jaeckel,DF,Wolfsburg,2017,Bundesliga,-28.53857990542618
16342,11.627433889938153,-2.314937022910235,Phil Jagielka,DF,Everton,2017,Premier League,13.94237091284839
16343,-49.48725598234509,-10.245673537514227,Kilian Jakob,FW,Augsburg,2017,Bundesliga,-39.24158244483086
16344,2.5239472786069346,-1.9126635881314251,Christophe Jallet,DF,Nice,2017,Ligue 1,4.436610866738359
16345,-38.329565600060306,-8.122703105878944,Ablie Jallow,FW,Metz,2017,Ligue 1,-30.20686249418136
16346,-20.819449960973838,-4.380695131762482,Matty James,MF,Leicester City,2017,Premier League,-16.438754829211355
16347,-30.759038986595193,-8.981061357726269,Vasilije Janjicic,MF,Hamburger SV,2017,Bundesliga,-21.777977628868925
16348,-47.2315609489841,-6.882341944330458,Christoph Janker,"DF,MF",Augsburg,2017,Bundesliga,-40.34921900465364
16349,6.009753659025778,0.49217428874223895,Saidy Janko,DF,Saint-Étienne,2017,Ligue 1,5.5175793702835385
16350,52.750813641896876,5.621300131224762,Jakub Jankto,"MF,FW",Udinese,2017,Serie A,47.12951351067211
16351,21.199643217642524,-0.7095185290777049,Daryl Janmaat,DF,Watford,2017,Premier League,21.90916174672023
16352,-24.73052193095343,-4.817184543342187,Tony Jantschke,DF,M'Gladbach,2017,Bundesliga,-19.913337387611243
16353,25.77650447156762,8.935303498378408,Adnan Januzaj,FW,Real Sociedad,2017,La Liga,16.84120097318921
16354,-40.33114704381686,-8.527206628289576,Nicolas Janvier,MF,Rennes,2017,Ligue 1,-31.803940415527286
16355,-22.112206035270095,-4.273380634280419,Paweł Jaroszyński,DF,Chievo,2017,Serie A,-17.838825400989677
16356,6.529542783549678,7.47004431407798,Jason,"FW,MF",Levante,2017,La Liga,-0.9405015305283024
16357,-33.6507170594106,-3.4627429036390938,Bakery Jatta,"MF,FW",Hamburger SV,2017,Bundesliga,-30.18797415577151
16358,8.372149293356458,0.392524342287218,Corentin Jean,"FW,MF",Toulouse,2017,Ligue 1,7.97962495106924
16359,-12.371881674980795,5.796750658365327,Benjamin Jeannot,FW,Dijon,2017,Ligue 1,-18.16863233334612
16360,-20.667213214424095,-6.573678133306265,Tin Jedvaj,DF,Leverkusen,2017,Bundesliga,-14.09353508111783
16361,35.33332158538233,5.5605115818443185,Jemerson,DF,Monaco,2017,Ligue 1,29.772810003538012
16362,-20.19894371754999,-4.8371395395978976,Jesé,"FW,MF",Stoke City,2017,Premier League,-15.361804177952093
16363,21.15049087059431,6.334697638111478,Gabriel Jesus,FW,Manchester City,2017,Premier League,14.815793232482832
16364,16.43581881883328,0.2937229315525947,Juan Jesus,DF,Roma,2017,Serie A,16.142095887280686
16365,-26.38730317892126,5.422810590827349,Álvaro Jiménez,"MF,FW",Getafe,2017,La Liga,-31.81011376974861
16366,60.78003578595333,4.981183417050034,Joaquín,"MF,FW",Betis,2017,La Liga,55.7988523689033
16367,-25.041312895729696,-2.9086224011702266,Aron Jóhannsson,"MF,FW",Werder Bremen,2017,Bundesliga,-22.13269049455947
16368,-34.34548610616602,-4.986285914945821,Fabian Johnson,"MF,DF",M'Gladbach,2017,Bundesliga,-29.3592001912202
16369,-27.139771595637274,-6.546467220952756,Glen Johnson,DF,Stoke City,2017,Premier League,-20.593304374684518
16370,14.683457603624023,3.463216625659133,Miloš Jojić,MF,Köln,2017,Bundesliga,11.22024097796489
16371,-23.191234486506215,1.0225789853669576,Jonathas,FW,Hannover 96,2017,Bundesliga,-24.213813471873173
16372,13.054627852062996,1.0481085536522872,Phil Jones,DF,Manchester Utd,2017,Premier League,12.006519298410709
16373,-21.343643447533726,-4.562874140084772,Nigel de Jong,MF,Mainz 05,2017,Bundesliga,-16.780769307448953
16374,-39.18762926739336,-5.155415935422088,Jony,"FW,MF",Málaga,2017,La Liga,-34.03221333197128
16375,48.987176315953846,14.348855405570736,Joan Jordán,MF,Eibar,2017,La Liga,34.63832091038311
16376,32.3140271743846,5.629503597643297,Jorge,DF,Monaco,2017,Ligue 1,26.684523576741302
16377,98.85260332323664,6.18530683516791,Jorginho,MF,Napoli,2017,Serie A,92.66729648806873
16378,31.519504128614212,12.351729970132531,Willian José,FW,Real Sociedad,2017,La Liga,19.16777415848168
16379,-1.3792882047927186,6.652611197386191,Joselu,FW,Newcastle Utd,2017,Premier League,-8.03189940217891
16380,-27.363299857784227,-8.925139488568496,Yann Jouffre,"FW,MF",Metz,2017,Ligue 1,-18.43816036921573
16381,0.9901854001413744,-4.9814550068744925,Vukašin Jovanović,DF,Bordeaux,2017,Ligue 1,5.971640407015867
16382,-11.267881868607782,-0.9344522084384597,Stevan Jovetić,FW,Monaco,2017,Ligue 1,-10.333429660169323
16383,-14.625291989556965,0.8193531233136537,Luka Jović,FW,Eint Frankfurt,2017,Bundesliga,-15.444645112870619
16384,10.153041666647947,-1.0205557841913238,Jozabed,MF,Celta Vigo,2017,La Liga,11.17359745083927
16385,68.754145311243,4.031546110587371,Juanfran,DF,La Coruña,2017,La Liga,64.72259920065562
16386,-3.130684356008825,-0.7976473660659604,Juanfran,DF,Atlético Madrid,2017,La Liga,-2.3330369899428645
16387,-17.854107923360065,-5.096287946995835,Juankar,DF,Málaga,2017,La Liga,-12.75781997636423
